"t","x","y","z"
"0.956564774","-0.012617945671082","0.10901927947998","0.24375438690186"
"0.968764323","0.077328443527222","0.15482974052429","0.015681266784668"
"0.980964146","0.069966018199921","0.10276937484741","-0.13482570648193"
"0.993163842","0.065203815698624","0.037180423736572","-0.13343143463135"
"1.005362919","0.040502279996872","-0.055442452430725","-0.018518447875977"
"1.017562078","-0.016065090894699","-0.17724716663361","-0.02055835723877"
"1.029761463","-0.048147827386856","-0.24767732620239","-0.0055551528930664"
"1.041959919","-0.04246187210083","-0.27888977527618","-0.047800064086914"
"1.054159227","-0.057178825139999","-0.30920970439911","-0.032930374145508"
"1.066357928","-0.052554339170456","-0.24772584438324","-0.017499923706055"
"1.078557059","-0.011729151010513","-0.16897320747375","-0.020499229431152"
"1.09075689","-0.029352754354477","-0.1002631187439","-0.060187339782715"
"1.102957569","0.061418473720551","-0.075193166732788","-0.041827201843262"
"1.115157569","0.02105912566185","-0.053370237350464","-0.080103874206543"
"1.127358025","-0.016875118017197","-0.051377892494202","-0.061380386352539"
"1.139558482","-0.014908254146576","-0.048013687133789","-0.0049324035644531"
"1.151758856","-0.033127993345261","-0.059162139892578","-0.025039672851562"
"1.163958746","-0.029894977807999","-0.104740858078","-0.0077333450317383"
"1.176159832","-0.025113999843597","-0.12885272502899","0.0090541839599609"
"1.18836015","-0.041623413562775","-0.13196635246277","-0.012206077575684"
"1.200559991","-0.019050300121307","-0.13420569896698","0.06248950958252"
"1.212761217","-0.035589396953583","-0.13828897476196","0.0024118423461914"
"1.224962121","-0.04841884970665","-0.12348937988281","-0.037746429443359"
"1.237162525","-0.044192373752594","-0.13246643543243","-0.039196014404297"
"1.249363756","-0.021089047193527","-0.15962016582489","-0.078728675842285"
"1.261564521","-0.038061171770096","-0.17996907234192","-0.0051174163818359"
"1.273765232","-0.018400907516479","-0.17606693506241","0.050079345703125"
"1.285966164","-0.052916198968887","-0.20679700374603","0.0078134536743164"
"1.298167159","-0.049214154481888","-0.22758507728577","-0.070461273193359"
"1.310366139","-0.080970883369446","-0.20875716209412","-0.053876876831055"
"1.322566284","-0.040581196546555","-0.2547100186348","-0.32322311401367"
"1.334766317","0.053266972303391","-0.22466492652893","-0.17136573791504"
"1.346966774","0.045521408319473","-0.21874350309372","0.037223815917969"
"1.359167563","0.024437308311462","-0.23426192998886","-0.080100059509277"
"1.371369572","-0.051059514284134","-0.20365214347839","-0.21538925170898"
"1.383569842","-0.029868811368942","-0.15151417255402","-0.025955200195312"
"1.395770293","-0.044713377952576","-0.10270780324936","0.35575771331787"
"1.407970596","-0.059927403926849","-0.057094573974609","0.39392471313477"
"1.420171692","-0.072513699531555","-0.014269232749939","0.12517166137695"
"1.432371236","-0.099253416061401","-0.030656456947327","-0.086544036865234"
"1.444573197","-0.02038112282753","-0.047786831855774","-0.12484645843506"
"1.456774726","0.035615801811218","-0.11731398105621","-0.087516784667969"
"1.468976495","0.030375152826309","-0.17763584852219","-0.031960487365723"
"1.481177634","-0.0081509053707123","-0.26991653442383","-0.091087341308594"
"1.493378038","-0.11704170703888","-0.32329905033112","-0.11256694793701"
